Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
2334,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36.0,1988,28,11,1308,14.5,4,2,6,3,1,1,3,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,2334,cl CHI,"FW,MF",es La Liga,36,1988,14.5,4,25,9,36.0,1.72,0.62,0.12,0.33,1,1,2904,cl CHI,"FW,MF",es La Liga,36,1988,28,1308,47,38.2,14.5,11,74,3,17,29,3,1.14,20,32,-12,-0.83,-0.74,2334,cl CHI,"FW,MF",es La Liga,36,1988,14.5,3,0,0,16,26,13,25,7,13,0
2335,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28.0,1997,30,9,1073,11.9,0,0,0,0,0,0,5,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2335,es ESP,"MF,DF",es La Liga,28,1997,11.9,0,6,3,50.0,0.50,0.25,0.00,0.00,0,0,2905,es ESP,"MF,DF",es La Liga,28,1997,30,1073,36,31.4,11.9,9,75,1,21,19,7,1.23,15,21,-6,-0.50,-0.35,2335,es ESP,"MF,DF",es La Liga,28,1997,11.9,5,1,1,16,10,1,29,16,12,0
2336,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21.0,2003,32,23,1990,22.1,0,3,3,0,0,0,6,1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2336,es ESP,"MF,DF",es La Liga,21,2003,22.1,0,14,1,7.1,0.63,0.05,0.00,0.00,0,0,2907,es ESP,"MF,DF",es La Liga,21,2003,32,1990,62,58.2,22.1,23,75,9,9,29,3,0.94,24,36,-12,-0.54,-0.42,2336,es ESP,"MF,DF",es La Liga,21,2003,22.1,6,1,1,23,42,4,59,11,42,0
2337,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29.0,1996,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2337,es ESP,MF,es La Liga,29,1996,0.2,0,0,0,,0.00,0.00,,,0,0,2908,es ESP,MF,es La Liga,29,1996,1,14,14,0.4,0.2,0,,0,1,14,0,0.00,0,0,0,0.00,+0.90,2337,es ESP,MF,es La Liga,29,1996,0.2,0,0,0,0,0,0,0,0,0,0
2338,Manu Sánchez,es ESP,DF,Levante,es La Liga,24.0,2000,33,31,2814,31.3,1,2,3,1,0,0,8,0,0.10,,,,,,,,,,,,,,,,,,,,,,,,,2338,es ESP,DF,es La Liga,24,2000,31.3,1,13,4,30.8,0.42,0.13,0.08,0.25,0,0,2910,es ESP,DF,es La Liga,24,2000,33,2814,85,82.3,31.3,31,88,25,2,38,4,1.15,37,45,-8,-0.26,+0.64,2338,es ESP,DF,es La Liga,24,2000,31.3,8,0,0,35,20,2,75,35,54,0
2339,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27.0,1997,35,35,3039,33.8,0,1,1,0,0,0,3,1,0.03,154,es ESP,GK,eng Premier League,27,1997,35,35,3039,33.8,49,1.45,145,97,67.6,13,8,14,9,25.7,2,2,0,0,2339,es ESP,GK,eng Premier League,27,1997,33.8,0,0,0,,0.00,0.00,,,0,0,2911,es ESP,GK,eng Premier League,27,1997,35,3039,87,88.9,33.8,35,87,33,0,,1,1.34,50,47,+3,+0.09,-0.62,2339,es ESP,GK,eng Premier League,27,1997,33.8,3,1,0,2,13,0,0,1,0,0
2340,Selton Sánchez,es ESP,MF,Athletic Club,es La Liga,18.0,2007,7,2,196,2.2,0,1,1,0,0,0,0,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,2340,es ESP,MF,es La Liga,18,2007,2.2,0,4,1,25.0,1.84,0.46,0.00,0.00,0,0,2912,es ESP,MF,es La Liga,18,2007,7,196,28,5.7,2.2,2,54,0,5,18,13,1.43,3,4,-1,-0.46,-0.07,2340,es ESP,MF,es La Liga,18,2007,2.2,0,0,0,5,5,1,0,1,2,0
2341,Jadon Sancho,eng ENG,MF,Aston Villa,eng Premier League,25.0,2000,23,9,876,9.7,0,2,2,0,0,0,0,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,2341,eng ENG,MF,eng Premier League,25,2000,9.7,0,10,3,30.0,1.03,0.31,0.00,0.00,0,0,2913,eng ENG,MF,eng Premier League,25,2000,23,876,38,25.6,9.7,9,67,0,14,20,6,1.74,12,10,+2,+0.21,+0.03,2341,eng ENG,MF,eng Premier League,25,2000,9.7,0,0,0,3,2,3,23,2,2,0
2342,Álex Sancris,es ESP,"MF,FW",Getafe,es La Liga,28.0,1997,18,5,708,7.9,0,1,1,0,0,0,4,1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,2342,es ESP,"MF,FW",es La Liga,28,1997,7.9,0,13,5,38.5,1.65,0.64,0.00,0.00,0,0,2914,es ESP,"MF,FW",es La Liga,28,1997,18,708,39,20.7,7.9,5,73,0,13,26,15,0.61,7,9,-2,-0.25,-0.12,2342,es ESP,"MF,FW",es La Liga,28,1997,7.9,4,1,1,16,12,8,59,2,5,0
2343,Philipp Sander,de GER,"DF,MF",Gladbach,de Bundesliga,27.0,1998,30,29,2445,27.2,2,0,2,2,0,0,4,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2343,de GER,"DF,MF",de Bundesliga,27,1998,27.2,2,25,8,32.0,0.92,0.29,0.08,0.25,0,0,2915,de GER,"DF,MF",de Bundesliga,27,1998,30,2445,82,79.9,27.2,29,83,18,1,30,1,1.00,35,39,-4,-0.15,+0.88,2343,de GER,"DF,MF",de Bundesliga,27,1998,27.2,4,0,0,28,14,0,28,50,42,1
2344,James Sands,us USA,MF,St Pauli,de Bundesliga,25.0,2000,24,23,1934,21.5,1,0,1,1,0,0,4,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2344,us USA,MF,de Bundesliga,25,2000,21.5,1,16,4,25.0,0.74,0.19,0.06,0.25,0,0,2916,us USA,MF,de Bundesliga,25,2000,24,1934,81,63.2,21.5,23,84,15,1,11,0,1.00,17,34,-17,-0.79,+0.33,2344,us USA,MF,de Bundesliga,25,2000,21.5,4,0,0,26,38,0,9,41,23,0
2345,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20.0,2005,16,5,541,6.0,1,1,2,1,0,0,2,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,2345,sn SEN,"FW,MF",fr Ligue 1,20,2005,6.0,1,6,3,50.0,1.00,0.50,0.17,0.33,0,0,2917,sn SEN,"FW,MF",fr Ligue 1,20,2005,16,541,34,17.7,6.0,5,76,0,11,14,4,0.75,8,11,-3,-0.50,+0.97,2345,sn SEN,"FW,MF",fr Ligue 1,20,2005,6.0,2,0,0,9,15,3,14,1,3,0
2346,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21.0,2004,23,22,1940,21.6,2,1,3,2,0,0,5,2,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2346,sn SEN,DF,fr Ligue 1,21,2004,21.6,2,6,2,33.3,0.28,0.09,0.33,1.00,0,0,2918,sn SEN,DF,fr Ligue 1,21,2004,23,1940,84,63.4,21.6,22,87,20,1,17,3,0.26,17,48,-31,-1.44,-0.39,2346,sn SEN,DF,fr Ligue 1,21,2004,21.6,5,2,0,22,15,0,4,39,34,1
2347,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23.0,2002,28,28,2324,25.8,1,1,2,1,0,0,4,2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2347,sn SEN,DF,fr Ligue 1,23,2002,25.8,1,9,5,55.6,0.35,0.19,0.11,0.20,0,0,2919,sn SEN,DF,fr Ligue 1,23,2002,28,2324,83,75.9,25.8,28,83,17,0,,0,1.04,23,33,-10,-0.39,-0.14,2347,sn SEN,DF,fr Ligue 1,23,2002,25.8,4,2,0,42,41,0,8,36,25,0
2348,Buba Sangaré,es ESP,"DF,MF",Elche,es La Liga,17.0,2007,12,8,538,6.0,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2348,es ESP,"DF,MF",es La Liga,17,2007,6.0,0,2,0,0.0,0.33,0.00,0.00,,0,0,2920,es ESP,"DF,MF",es La Liga,17,2007,12,538,45,15.7,6.0,8,62,0,4,10,3,1.42,6,9,-3,-0.50,-0.35,2348,es ESP,"DF,MF",es La Liga,17,2007,6.0,3,0,0,23,7,0,12,8,12,0
2349,Ibrahim Sangaré,ci CIV,MF,Nottingham Forest,eng Premier League,27.0,1997,28,25,2075,23.1,2,2,4,2,0,0,5,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,2349,ci CIV,MF,eng Premier League,27,1997,23.1,2,16,5,31.3,0.69,0.22,0.13,0.40,0,0,2922,ci CIV,MF,eng Premier League,27,1997,28,2075,74,60.7,23.1,25,82,16,3,12,3,1.32,32,26,+6,+0.26,+0.86,2349,ci CIV,MF,eng Premier League,27,1997,23.1,5,0,0,42,18,0,8,22,32,0
2350,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23.0,2002,29,27,2323,25.8,3,4,7,3,0,0,5,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,2350,ml MLI,MF,fr Ligue 1,23,2002,25.8,3,53,14,26.4,2.05,0.54,0.06,0.21,0,0,2923,ml MLI,MF,fr Ligue 1,23,2002,29,2323,80,75.9,25.8,27,84,20,2,33,0,2.10,47,29,+18,+0.70,-0.89,2350,ml MLI,MF,fr Ligue 1,23,2002,25.8,5,0,0,34,43,3,7,40,54,0
2351,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19.0,2006,26,18,1737,19.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2351,fr FRA,DF,fr Ligue 1,19,2006,19.3,0,4,1,25.0,0.21,0.05,0.00,0.00,0,0,2924,fr FRA,DF,fr Ligue 1,19,2006,26,1737,67,56.8,19.3,18,89,16,8,16,0,1.35,24,29,-5,-0.26,-0.40,2351,fr FRA,DF,fr Ligue 1,19,2006,19.3,0,0,0,5,17,2,37,21,14,0
2352,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24.0,2001,10,2,288,3.2,1,0,1,1,0,0,2,0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,2352,ma MAR,FW,es La Liga,24,2001,3.2,1,8,4,50.0,2.50,1.25,0.13,0.25,0,0,2925,ma MAR,FW,es La Liga,24,2001,10,288,29,8.4,3.2,2,56,0,8,22,4,1.30,4,8,-4,-1.25,-0.93,2352,ma MAR,FW,es La Liga,24,2001,3.2,2,0,0,8,5,3,2,1,1,0
2353,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24.0,2000,34,34,3059,34.0,1,2,3,1,0,0,1,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,2353,jp JPN,MF,de Bundesliga,24,2000,34.0,1,24,6,25.0,0.71,0.18,0.04,0.17,0,0,2926,jp JPN,MF,de Bundesliga,24,2000,34,3059,90,100.0,34.0,34,90,33,0,,0,1.18,44,53,-9,-0.26,-0.26,2353,jp JPN,MF,de Bundesliga,24,2000,34.0,1,0,0,14,29,4,18,67,31,0
2354,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,30.0,1994,31,20,1772,19.7,0,2,2,0,0,0,4,0,0.10,,,,,,,,,,,,,,,,,,,,,,,,,2354,fr FRA,MF,fr Ligue 1,30,1994,19.7,0,19,4,21.1,0.97,0.20,0.00,0.00,0,0,2927,fr FRA,MF,fr Ligue 1,30,1994,31,1772,57,57.9,19.7,20,79,7,11,17,0,0.90,14,39,-25,-1.27,-1.41,2354,fr FRA,MF,fr Ligue 1,30,1994,19.7,4,0,0,35,21,2,39,24,25,0
2355,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30.0,1995,19,7,754,8.4,1,1,2,1,0,0,2,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,2355,fr FRA,MF,es La Liga,30,1995,8.4,1,6,2,33.3,0.72,0.24,0.17,0.50,0,0,2928,fr FRA,MF,es La Liga,30,1995,19,754,40,22.0,8.4,7,84,6,12,14,18,1.21,11,17,-6,-0.72,-0.61,2355,fr FRA,MF,es La Liga,30,1995,8.4,2,0,0,13,10,1,3,8,5,0
2356,Yago Santiago,es ESP,MF,Elche,es La Liga,22.0,2003,9,3,281,3.1,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2356,es ESP,MF,es La Liga,22,2003,3.1,0,2,0,0.0,0.64,0.00,0.00,,0,0,2929,es ESP,MF,es La Liga,22,2003,9,281,31,8.2,3.1,3,64,0,6,15,10,0.67,3,5,-2,-0.64,-0.47,2356,es ESP,MF,es La Liga,22,2003,3.1,1,0,0,3,2,1,6,1,1,0
2357,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21.0,2004,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2357,es ESP,MF,it Serie A,21,2004,0.1,0,2,1,50.0,30.00,15.00,0.00,0.00,0,0,2930,es ESP,MF,it Serie A,21,2004,2,6,3,0.2,0.1,0,,0,2,3,12,1.00,0,0,0,0.00,+0.95,2357,es ESP,MF,it Serie A,21,2004,0.1,0,0,0,0,1,0,0,0,0,0
2358,Alisson Santos,br BRA,"MF,FW",Napoli,it Serie A,22.0,2002,14,9,834,9.3,4,0,4,4,0,0,1,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,2358,br BRA,"MF,FW",it Serie A,22,2002,9.3,4,29,16,55.2,3.13,1.73,0.14,0.25,0,0,2931,br BRA,"MF,FW",it Serie A,22,2002,14,834,60,24.4,9.3,9,75,3,5,32,1,1.93,17,9,+8,+0.86,+0.38,2358,br BRA,"MF,FW",it Serie A,22,2002,9.3,1,0,0,4,8,1,42,2,8,0
2359,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21.0,2004,27,13,1260,14.0,1,0,1,1,0,0,4,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2359,br BRA,MF,eng Premier League,21,2004,14.0,1,11,2,18.2,0.79,0.14,0.09,0.50,0,0,2932,br BRA,MF,eng Premier League,21,2004,27,1260,47,36.8,14.0,13,71,4,14,24,10,1.48,21,18,+3,+0.21,+0.09,2359,br BRA,MF,eng Premier League,21,2004,14.0,4,0,0,13,22,1,2,18,21,0
2360,Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,22.0,2003,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.00,155,br BRA,GK,de Bundesliga,22,2003,13,13,1084,12.0,32,2.66,68,37,54.4,3,4,6,2,15.4,1,1,0,0,2360,br BRA,GK,de Bundesliga,22,2003,12.0,0,0,0,,0.00,0.00,,,0,0,2933,br BRA,GK,de Bundesliga,22,2003,13,1084,83,35.4,12.0,13,83,12,0,,12,1.00,27,32,-5,-0.42,-0.46,2360,br BRA,GK,de Bundesliga,22,2003,12.0,0,0,0,0,3,0,0,0,1,0
2361,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23.0,2002,15,8,709,7.9,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2361,pt POR,DF,fr Ligue 1,23,2002,7.9,0,9,0,0.0,1.14,0.00,0.00,,0,0,2935,pt POR,DF,fr Ligue 1,23,2002,15,709,47,23.2,7.9,8,79,1,7,11,9,1.33,7,8,-1,-0.13,-0.74,2361,pt POR,DF,fr Ligue 1,23,2002,7.9,0,0,0,13,21,0,32,5,8,0
2362,Renzo Saravia,ar ARG,DF,Valencia,es La Liga,32.0,1993,5,4,351,3.9,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2362,ar ARG,DF,es La Liga,32,1993,3.9,0,1,0,0.0,0.26,0.00,0.00,,0,0,2939,ar ARG,DF,es La Liga,32,1993,5,351,70,10.3,3.9,4,68,0,1,80,5,1.60,4,5,-1,-0.26,-0.02,2362,ar ARG,DF,es La Liga,32,1993,3.9,2,0,0,4,10,0,1,7,5,0
2363,Alejo Sarco,ar ARG,FW,Gladbach,de Bundesliga,19.0,2006,3,0,53,0.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2363,ar ARG,FW,de Bundesliga,19,2006,0.6,0,2,0,0.0,3.40,0.00,0.00,,0,0,2940,ar ARG,FW,de Bundesliga,19,2006,3,53,18,1.7,0.6,0,,0,3,18,4,0.33,1,2,-1,-1.70,-1.40,2363,ar ARG,FW,de Bundesliga,19,2006,0.6,0,0,0,0,0,0,0,0,0,0
2364,Alejo Sarco,ar ARG,FW,Leverkusen,de Bundesliga,19.0,2006,3,0,74,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2364,ar ARG,FW,de Bundesliga,19,2006,0.8,0,2,0,0.0,2.43,0.00,0.00,,0,0,2941,ar ARG,FW,de Bundesliga,19,2006,3,74,25,2.4,0.8,0,,0,3,25,8,2.00,0,0,0,0.00,-0.63,2364,ar ARG,FW,de Bundesliga,19,2006,0.8,0,0,0,2,2,0,0,0,0,0
2365,Jeremy Sarmiento,ec ECU,MF,Cremonese,it Serie A,23.0,2002,7,0,142,1.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2365,ec ECU,MF,it Serie A,23,2002,1.6,0,2,2,100.0,1.27,1.27,0.00,0.00,0,0,2943,ec ECU,MF,it Serie A,23,2002,7,142,20,4.2,1.6,0,,0,7,20,6,1.00,2,2,0,0.00,+0.69,2365,ec ECU,MF,it Serie A,23,2002,1.6,0,0,0,0,1,0,2,2,2,0
2366,Amin Sarr,se SWE,"FW,MF",Hellas Verona,it Serie A,24.0,2001,34,9,1102,12.2,0,1,1,0,0,0,2,1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2366,se SWE,"FW,MF",it Serie A,24,2001,12.2,0,19,6,31.6,1.55,0.49,0.00,0.00,0,0,2945,se SWE,"FW,MF",it Serie A,24,2001,34,1102,32,32.2,12.2,9,66,0,25,20,2,0.56,8,33,-25,-2.04,-1.61,2366,se SWE,"FW,MF",it Serie A,24,2001,12.2,2,1,1,25,22,7,12,4,9,0
2367,Bouna Sarr,sn SEN,"MF,DF",Metz,fr Ligue 1,33.0,1992,12,10,895,9.9,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2367,sn SEN,"MF,DF",fr Ligue 1,33,1992,9.9,0,15,3,20.0,1.51,0.30,0.00,0.00,0,0,2946,sn SEN,"MF,DF",fr Ligue 1,33,1992,12,895,75,29.2,9.9,10,84,6,2,30,2,0.33,9,22,-13,-1.31,-0.02,2367,sn SEN,"MF,DF",fr Ligue 1,33,1992,9.9,1,0,0,11,20,2,31,11,13,0
2368,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,27.0,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2368,sn SEN,MF,eng Premier League,27,1998,24.2,9,48,21,43.8,1.99,0.87,0.13,0.29,3,3,2947,sn SEN,MF,eng Premier League,27,1998,28,2174,78,63.6,24.2,24,85,18,4,34,0,1.18,31,29,+2,+0.08,+0.95,2368,sn SEN,MF,eng Premier League,27,1998,24.2,2,0,0,12,42,14,24,7,9,0
2369,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26.0,1999,33,33,2925,32.5,0,1,1,0,0,0,4,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2369,fr FRA,DF,fr Ligue 1,26,1999,32.5,0,23,5,21.7,0.71,0.15,0.00,0.00,0,0,2948,fr FRA,DF,fr Ligue 1,26,1999,33,2925,89,95.6,32.5,33,89,32,0,,0,2.12,65,33,+32,+0.98,+1.65,2369,fr FRA,DF,fr Ligue 1,26,1999,32.5,4,0,0,21,24,0,10,76,44,0
2370,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,19.0,2005,15,15,1305,14.5,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2370,sn SEN,DF,fr Ligue 1,19,2005,14.5,0,1,0,0.0,0.07,0.00,0.00,,0,0,2949,sn SEN,DF,fr Ligue 1,19,2005,15,1305,87,42.6,14.5,15,87,14,0,,0,1.47,21,16,+5,+0.34,+0.04,2370,sn SEN,DF,fr Ligue 1,19,2005,14.5,3,0,0,16,11,0,0,5,13,0
2371,Mamadou Sarr,sn SEN,DF,Chelsea,eng Premier League,19.0,2005,3,1,102,1.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2371,sn SEN,DF,eng Premier League,19,2005,1.1,0,1,0,0.0,0.88,0.00,0.00,,0,0,2950,sn SEN,DF,eng Premier League,19,2005,3,102,34,3.0,1.1,1,89,0,2,7,7,1.33,1,3,-2,-1.76,-1.98,2371,sn SEN,DF,eng Premier League,19,2005,1.1,0,0,0,0,0,0,0,1,0,0
2372,Martin Satriano,uy URU,"FW,MF",Getafe,es La Liga,24.0,2001,18,18,1603,17.8,6,1,7,6,0,0,5,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,2372,uy URU,"FW,MF",es La Liga,24,2001,17.8,6,35,14,40.0,1.97,0.79,0.17,0.43,0,0,2952,uy URU,"FW,MF",es La Liga,24,2001,18,1603,89,46.9,17.8,18,89,14,0,,0,1.50,16,13,+3,+0.17,+0.61,2372,uy URU,"FW,MF",es La Liga,24,2001,17.8,5,0,0,21,31,4,21,9,13,0
2373,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24.0,2001,11,8,692,7.7,2,1,3,2,0,0,1,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,2373,uy URU,FW,fr Ligue 1,24,2001,7.7,2,16,7,43.8,2.08,0.91,0.13,0.29,0,0,2953,uy URU,FW,fr Ligue 1,24,2001,11,692,63,22.6,7.7,8,84,4,3,7,2,1.50,11,9,+2,+0.26,-0.16,2373,uy URU,FW,fr Ligue 1,24,2001,7.7,1,0,0,11,13,3,5,5,3,0
2374,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21.0,2004,25,6,651,7.2,1,0,1,1,0,0,4,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2374,sk SVK,MF,fr Ligue 1,21,2004,7.2,1,14,3,21.4,1.94,0.41,0.07,0.33,0,0,2954,sk SVK,MF,fr Ligue 1,21,2004,25,651,26,21.3,7.2,6,64,1,19,14,5,1.20,11,16,-5,-0.69,-0.92,2374,sk SVK,MF,fr Ligue 1,21,2004,7.2,4,0,0,12,3,0,7,10,6,0
2375,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23.0,2002,7,6,620,6.9,0,0,0,0,0,0,1,0,0.00,156,ro ROU,GK,it Serie A,23,2002,7,6,620,6.9,14,2.03,28,14,50.0,2,2,2,1,16.7,0,0,0,0,2375,ro ROU,GK,it Serie A,23,2002,6.9,0,0,0,,0.00,0.00,,,0,0,2955,ro ROU,GK,it Serie A,23,2002,7,620,89,18.1,6.9,6,90,6,1,80,27,1.14,7,14,-7,-1.02,-1.14,2375,ro ROU,GK,it Serie A,23,2002,6.9,1,0,0,0,0,0,0,0,0,0
2376,Sávio,br BRA,MF,Manchester City,eng Premier League,21.0,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,2376,br BRA,MF,eng Premier League,21,2004,9.3,1,20,11,55.0,2.16,1.19,0.05,0.09,0,0,2956,br BRA,MF,eng Premier League,21,2004,24,833,35,24.4,9.3,7,78,3,17,17,3,2.29,15,7,+8,+0.86,-0.32,2376,br BRA,MF,eng Premier League,21,2004,9.3,2,0,0,9,15,4,40,5,5,0
2377,Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,22.0,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2377,it ITA,DF,eng Premier League,22,2003,11.4,2,5,3,60.0,0.44,0.26,0.40,0.67,0,0,2957,it ITA,DF,eng Premier League,22,2003,14,1028,73,30.1,11.4,11,85,9,3,31,4,0.93,13,18,-5,-0.44,-0.51,2377,it ITA,DF,eng Premier League,22,2003,11.4,2,0,0,12,5,1,27,5,12,0
2378,Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,22.0,2002,32,29,2608,29.0,2,3,5,2,0,0,8,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,2378,us USA,"DF,MF",de Bundesliga,22,2002,29.0,2,16,10,62.5,0.55,0.35,0.13,0.20,0,0,2961,us USA,"DF,MF",de Bundesliga,22,2002,32,2608,82,85.2,29.0,29,88,23,3,18,1,1.19,38,40,-2,-0.07,+1.72,2378,us USA,"DF,MF",de Bundesliga,22,2002,29.0,8,0,0,33,51,3,47,18,27,1
2379,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21.0,2003,24,23,1808,20.1,3,1,4,3,0,0,2,0,0.20,,,,,,,,,,,,,,,,,,,,,,,,,2379,it ITA,DF,it Serie A,21,2003,20.1,3,20,6,30.0,1.00,0.30,0.15,0.50,0,0,2962,it ITA,DF,it Serie A,21,2003,24,1808,75,52.9,20.1,23,78,12,1,24,5,1.75,29,15,+14,+0.70,+0.64,2379,it ITA,DF,it Serie A,21,2003,20.1,2,0,0,31,10,2,5,38,23,0
2380,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26.0,1999,24,16,1315,14.6,10,1,11,8,2,2,2,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,2380,it ITA,FW,it Serie A,26,1999,14.6,10,57,22,38.6,3.90,1.51,0.14,0.36,2,2,2963,it ITA,FW,it Serie A,26,1999,24,1315,55,38.5,14.6,16,67,5,8,30,7,1.25,20,14,+6,+0.41,+0.03,2380,it ITA,FW,it Serie A,26,1999,14.6,2,0,0,26,19,8,0,3,5,0
2381,Oliver Scarles,eng ENG,"DF,MF",West Ham United,eng Premier League,19.0,2005,13,9,659,7.3,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,2381,eng ENG,"DF,MF",eng Premier League,19,2005,7.3,0,3,0,0.0,0.41,0.00,0.00,,0,0,2964,eng ENG,"DF,MF",eng Premier League,19,2005,13,659,51,19.3,7.3,9,69,4,4,9,17,0.85,8,16,-8,-1.09,-0.73,2381,eng ENG,"DF,MF",eng Premier League,19,2005,7.3,2,0,0,7,7,1,35,13,19,0
